Rk;Player;Nacionalidad;Posicion;Equipo;Competicion;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;;CrdY;CrdR
2469;Alex Sola;es ESP;DF,MF;Real Sociedad;es La Liga;24;1999;2;0;30;0.3;0;0;0;0;0;;0;0
2470;Dominic Solanke;eng ENG;FW;Bournemouth;eng Premier League;25;1997;38;37;3325;36.9;19;3;22;17;2;;3;0
2471;Ola Solbakken;no NOR;FW;Roma;it Serie A;24;1998;1;0;23;0.3;0;0;0;0;0;;0;0
2472;Carlos Soler;es ESP;MF,DF;Paris S-G;fr Ligue 1;26;1997;24;12;1090;12.1;2;2;4;2;0;;1;0
2473;Jhon Solis;co COL;MF;Girona;es La Liga;18;2004;18;2;384;4.3;0;0;0;0;0;;0;0
2474;Manor Solomon;il ISR;FW;Tottenham;eng Premier League;24;1999;5;2;199;2.2;0;2;2;0;0;;1;0
2475;Daniele Sommariva;it ITA;GK;Genoa;it Serie A;26;1997;1;0;5;0.1;0;0;0;0;0;;0;0
2476;Yann Sommer;ch SUI;GK;Inter;it Serie A;34;1988;34;34;3060;34.0;0;0;0;0;0;;1;0
2477;Brandon Soppy;fr FRA;DF;Torino;it Serie A;21;2002;5;2;178;2.0;0;0;0;0;0;;0;0
2478;David Soria;es ESP;GK;Getafe;es La Liga;30;1993;38;38;3413;37.9;0;0;0;0;0;;3;0
2479;Alberto Soro;es ESP;MF;Granada;es La Liga;24;1999;1;0;8;0.1;0;0;0;0;0;;0;0
2480;Alessandro Sorrentino;it ITA;GK;Monza;it Serie A;21;2002;7;5;548;6.1;0;0;0;0;0;;0;0
2481;Borna Sosa;hr CRO;FW,DF;Stuttgart;de Bundesliga;25;1998;2;0;46;0.5;0;0;0;0;0;;0;0
2482;Hugo Sotelo;es ESP;MF;Celta Vigo;es La Liga;19;2003;17;8;721;8.0;0;1;1;0;0;;1;0
2483;Florian Sotoca;fr FRA;MF,FW;Lens;fr Ligue 1;32;1990;32;29;2598;28.9;7;6;13;3;4;;4;1
2484;Riccardo Sottil;it ITA;FW;Fiorentina;it Serie A;24;1999;22;13;1103;12.3;2;3;5;2;0;;1;0
2485;Tomáš Souček;cz CZE;MF;West Ham;eng Premier League;28;1995;37;34;2870;31.9;7;2;9;7;0;;7;0
2486;Matìas Soulé;ar ARG;FW,MF;Frosinone;it Serie A;20;2003;36;36;3121;34.7;11;3;14;6;5;;4;0
2487;Boubakary Soumaré;fr FRA;MF;Sevilla;es La Liga;24;1999;28;26;2286;25.4;0;1;1;0;0;;10;0
2488;Issa Soumaré;sn SEN;FW,MF;Le Havre;fr Ligue 1;22;2000;7;3;237;2.6;0;0;0;0;0;;0;0
2489;Vinicius Souza;br BRA;MF;Sheffield Utd;eng Premier League;24;1999;36;29;2668;29.6;1;0;1;1;0;;3;0
2490;Djibril Sow;ch SUI;MF;Sevilla;es La Liga;26;1997;24;18;1460;16.2;1;1;2;1;0;;6;0
2491;Saidou Sow;gn GUI;DF;Strasbourg;fr Ligue 1;21;2002;10;8;719;8.0;0;1;1;0;0;;2;0
2492;Çağlar Söyüncü;tr TUR;DF;Atlético Madrid;es La Liga;27;1996;6;1;114;1.3;0;0;0;0;0;;0;1
2493;Djed Spence;eng ENG;DF;Genoa;it Serie A;22;2000;16;8;859;9.5;0;0;0;0;0;;1;0
2494;Stijn Spierings;nl NED;MF;Toulouse;fr Ligue 1;27;1996;22;16;1516;16.8;0;1;1;0;0;;5;0
2495;Stijn Spierings;nl NED;MF;Lens;fr Ligue 1;27;1996;4;1;118;1.3;0;0;0;0;0;;2;0
2496;Leonardo Spinazzola;it ITA;DF;Roma;it Serie A;30;1993;24;15;1312;14.6;1;2;3;1;0;;0;0
2497;Marco Sportiello;it ITA;GK;Milan;it Serie A;31;1992;7;7;630;7.0;0;0;0;0;0;;0;0
2498;Anton Stach;de GER;MF;Hoffenheim;de Bundesliga;24;1998;31;26;2321;25.8;2;3;5;2;0;;4;0
2499;Anton Stach;de GER;MF;Mainz 05;de Bundesliga;24;1998;2;2;170;1.9;0;0;0;0;0;;0;0
2500;Jens Stage;dk DEN;MF;Werder Bremen;de Bundesliga;26;1996;30;26;2327;25.9;3;1;4;3;0;;5;1
2501;Benjamin Stambouli;fr FRA;MF;Reims;fr Ligue 1;32;1990;7;3;286;3.2;0;1;1;0;0;;4;0
2502;Josip Stanišić;hr CRO;DF;Leverkusen;de Bundesliga;23;2000;20;13;1261;14.0;3;1;4;3;0;;3;0
2503;Carl Starfelt;se SWE;DF;Celta Vigo;es La Liga;28;1995;27;26;2216;24.6;1;0;1;1;0;;4;0
2504;Niklas Stark;de GER;DF;Werder Bremen;de Bundesliga;28;1995;17;12;1088;12.1;2;0;2;2;0;;4;0
2505;Jason Steele;eng ENG;GK;Brighton;eng Premier League;32;1990;17;17;1530;17.0;0;0;0;0;0;;0;0
2506;Pascal Stenzel;de GER;DF;Stuttgart;de Bundesliga;27;1996;23;14;1064;11.8;0;5;5;0;0;;3;1
2507;Leonidas Stergiou;ch SUI;DF;Stuttgart;de Bundesliga;21;2002;15;6;594;6.6;1;0;1;1;0;;0;0
2508;Raheem Sterling;eng ENG;FW,MF;Chelsea;eng Premier League;28;1994;31;22;1978;22.0;8;4;12;8;0;;7;0
2509;Trivante Stewart;jm JAM;FW,MF;Salernitana;it Serie A;23;2000;4;0;100;1.1;0;0;0;0;0;;0;0
2510;Angelo Stiller;de GER;MF;Hoffenheim;de Bundesliga;22;2001;1;1;84;0.9;0;0;0;0;0;;0;0
2511;Angelo Stiller;de GER;MF;Stuttgart;de Bundesliga;22;2001;31;30;2694;29.9;1;5;6;1;0;;5;0
2512;Kevin Stöger;at AUT;MF;Bochum;de Bundesliga;29;1993;32;32;2668;29.6;7;10;17;3;4;;8;0
2513;Filip Stojilković;ch SUI;FW,MF;Darmstadt 98;de Bundesliga;23;2000;6;0;154;1.7;0;0;0;0;0;;1;0
2514;John Stones;eng ENG;DF,MF;Manchester City;eng Premier League;29;1994;16;12;1064;11.8;1;0;1;1;0;;2;0
2515;Thomas Strakosha;al ALB;GK;Brentford;eng Premier League;28;1995;2;1;135;1.5;0;0;0;0;0;;0;0
2516;Jørgen Strand Larsen;no NOR;FW;Celta Vigo;es La Liga;23;2000;37;36;2863;31.8;13;3;16;13;0;;5;0
2517;Gabriel Strefezza;br BRA;FW;Lecce;it Serie A;26;1997;19;13;1112;12.4;1;0;1;0;1;;4;0
2518;Kevin Strootman;nl NED;MF;Genoa;it Serie A;33;1990;27;15;1207;13.4;0;2;2;0;0;;4;0
2519;Cristhian Stuani;uy URU;FW;Girona;es La Liga;36;1986;31;5;804;8.9;9;3;12;9;0;;6;0
2520;Álex Suárez;es ESP;DF;Las Palmas;es La Liga;30;1993;32;30;2562;28.5;2;0;2;2;0;;7;0
2521;Damián Suárez;uy URU;DF;Getafe;es La Liga;35;1988;16;15;1299;14.4;0;2;2;0;0;;7;1
2522;Denis Suárez;es ESP;MF,FW;Villarreal;es La Liga;29;1994;4;1;133;1.5;0;0;0;0;0;;0;0
2523;Gabriel Suazo;cl CHI;DF;Toulouse;fr Ligue 1;25;1997;31;27;2357;26.2;0;4;4;0;0;;5;0
2524;Isaac Success;ng NGA;FW,MF;Udinese;it Serie A;27;1996;27;9;880;9.8;1;1;2;1;0;;4;0
2525;Niklas Süle;de GER;DF;Dortmund;de Bundesliga;27;1995;23;14;1514;16.8;1;0;1;1;0;;0;0
2526;Ibrahim Sulemana;gh GHA;MF;Cagliari;it Serie A;20;2003;21;16;1339;14.9;2;0;2;2;0;;4;0
2527;Tomáš Suslov;sk SVK;MF,FW;Hellas Verona;it Serie A;21;2002;32;23;2092;23.2;3;5;8;2;1;;7;0
2528;Suso;es ESP;MF,FW;Sevilla;es La Liga;29;1993;29;15;1517;16.9;1;4;5;1;0;;5;1
2529;Mattias Svanberg;se SWE;MF;Wolfsburg;de Bundesliga;24;1999;25;20;1715;19.1;1;3;4;1;0;;8;0
2530;Max Svensson;es ESP;FW;Osasuna;es La Liga;;;1;0;3;0.0;0;0;0;0;0;;0;0
2531;Mile Svilar;rs SRB;GK;Roma;it Serie A;23;1999;15;15;1350;15.0;0;0;0;0;0;;1;0
2532;Williot Swedberg;se SWE;FW,MF;Celta Vigo;es La Liga;19;2004;15;4;439;4.9;5;0;5;5;0;;1;0
2533;Karol Świderski;pl POL;FW,MF;Hellas Verona;it Serie A;26;1997;15;3;504;5.6;2;0;2;2;0;;0;0
2534;Abakar Sylla;ci CIV;DF;Strasbourg;fr Ligue 1;20;2002;22;19;1792;19.9;2;0;2;2;0;;4;0
2535;Dembo Sylla;gn GUI;DF;Lorient;fr Ligue 1;20;2002;1;0;45;0.5;0;0;0;0;0;;0;0
2536;Issiaga Sylla;gn GUI;DF,FW;Montpellier;fr Ligue 1;29;1994;19;17;1455;16.2;1;2;3;1;0;;3;0
2537;Mamadou Sylla;sn SEN;FW,MF;Alavés;es La Liga;29;1994;2;0;18;0.2;0;0;0;0;0;;0;0
2538;Attila Szalai;hu HUN;DF;Hoffenheim;de Bundesliga;25;1998;4;4;288;3.2;0;0;0;0;0;;1;0
2539;Attila Szalai;hu HUN;DF;Freiburg;de Bundesliga;25;1998;3;0;103;1.1;0;0;0;0;0;;0;0
2540;Wojciech Szczęsny;pl POL;GK;Juventus;it Serie A;33;1990;35;35;3150;35.0;0;0;0;0;0;;1;0
2541;Dominik Szoboszlai;hu HUN;MF;Liverpool;eng Premier League;22;2000;33;25;2104;23.4;3;2;5;3;0;;1;0
2542;Przemysław Szymiński;pl POL;MF;Frosinone;it Serie A;29;1994;1;0;9;0.1;0;0;0;0;0;;0;0
2543;Alexander Sørloth;no NOR;FW;Villarreal;es La Liga;27;1995;34;30;2489;27.7;23;6;29;23;0;;3;0
2544;Musa Al-Taamari;jo JOR;FW;Montpellier;fr Ligue 1;26;1997;27;24;1928;21.4;5;2;7;5;0;;0;0
2545;Nicolás Tagliafico;ar ARG;DF;Lyon;fr Ligue 1;30;1992;25;25;2123;23.6;3;1;4;3;0;;7;1
2546;Jonathan Tah;de GER;DF;Leverkusen;de Bundesliga;27;1996;31;30;2631;29.2;4;1;5;4;0;;6;0
2547;Montassar Talbi;tn TUN;DF;Lorient;fr Ligue 1;25;1998;25;25;2204;24.5;0;0;0;0;0;;2;0
2548;Yassin Tallal;es ESP;FW;Getafe;es La Liga;18;2005;1;0;3;0.0;0;0;0;0;0;;0;0
2549;Adrien Tameze;cm CMR;DF,MF;Torino;it Serie A;29;1994;29;25;2146;23.8;0;2;2;0;0;;6;1
2550;Renato Tapia;pe PER;MF,DF;Celta Vigo;es La Liga;28;1995;21;15;1337;14.9;0;0;0;0;0;;5;1
2551;Edmond Tapsoba;bf BFA;DF;Leverkusen;de Bundesliga;24;1999;28;23;2087;23.2;0;1;1;0;0;;4;0
2552;Matt Targett;eng ENG;DF;Newcastle Utd;eng Premier League;27;1995;3;1;78;0.9;0;0;0;0;0;;1;0
2553;Oussama Targhalline;ma MAR;MF;Le Havre;fr Ligue 1;21;2002;14;12;1025;11.4;0;0;0;0;0;;4;1
2554;James Tarkowski;eng ENG;DF;Everton;eng Premier League;30;1992;38;38;3419;38.0;1;1;2;1;0;;11;0
2555;César Tárrega;es ESP;DF;Valencia;es La Liga;21;2002;1;0;8;0.1;0;0;0;0;0;;0;0
2556;Jimi Tauriainen;eng ENG;FW;Chelsea;eng Premier League;19;2004;1;0;1;0.0;0;0;0;0;0;;0;0
2557;Nuno Tavares;pt POR;DF;Nott'ham Forest;eng Premier League;23;2000;8;5;457;5.1;0;0;0;0;0;;2;0
2558;Marcus Tavernier;eng ENG;FW;Bournemouth;eng Premier League;24;1999;30;25;2118;23.5;3;4;7;3;0;;3;0
2559;Elayis Tavsan;nl NED;MF,FW;Hellas Verona;it Serie A;22;2001;3;0;50;0.6;0;0;0;0;0;;0;0
2560;Charlie Taylor;eng ENG;DF;Burnley;eng Premier League;29;1993;28;25;2331;25.9;1;1;2;1;0;;8;0
2561;Marciano Tchami;gw GNB;FW,MF;Almería;es La Liga;19;2004;6;0;43;0.5;0;0;0;0;0;;0;0
2562;Loum Tchaouna;fr FRA;FW,MF;Salernitana;it Serie A;19;2003;33;23;2100;23.3;4;3;7;4;0;;4;0
2563;Jackson Tchatchoua;cm CMR;DF;Hellas Verona;it Serie A;21;2001;26;19;1725;19.2;0;2;2;0;0;;2;0
2564;Enzo Tchato;cm CMR;DF;Montpellier;fr Ligue 1;20;2002;17;11;1125;12.5;0;0;0;0;0;;2;0
2565;Aurélien Tchouaméni;fr FRA;MF,DF;Real Madrid;es La Liga;23;2000;27;22;1987;22.1;3;1;4;3;0;;7;0
2566;Mathys Tel;fr FRA;FW,MF;Bayern Munich;de Bundesliga;18;2005;30;6;1050;11.7;7;5;12;7;0;;2;0
2567;Nathan Tella;ng NGA;DF,MF;Leverkusen;de Bundesliga;24;1999;24;8;819;9.1;5;2;7;5;0;;2;0
2568;Nahuel Tenaglia;ar ARG;DF;Alavés;es La Liga;27;1996;25;11;1141;12.7;1;0;1;1;0;;5;0
2569;Arnau Tenas;es ESP;GK;Paris S-G;fr Ligue 1;22;2001;6;5;529;5.9;0;1;1;0;0;;0;0
2570;Marc-André ter Stegen;de GER;GK;Barcelona;es La Liga;31;1992;28;28;2520;28.0;0;0;0;0;0;;3;0
2571;Filippo Terracciano;it ITA;DF;Hellas Verona;it Serie A;20;2003;18;14;1296;14.4;0;1;1;0;0;;1;0
2572;Filippo Terracciano;it ITA;DF,FW;Milan;it Serie A;20;2003;3;1;76;0.8;0;0;0;0;0;;1;0
2573;Pietro Terracciano;it ITA;GK;Fiorentina;it Serie A;33;1990;33;33;2970;33.0;0;0;0;0;0;;3;0
2574;Ramón Terrats;es ESP;MF,DF;Villarreal;es La Liga;22;2000;19;6;785;8.7;0;2;2;0;0;;4;0
2575;Martin Terrier;fr FRA;FW,MF;Rennes;fr Ligue 1;26;1997;24;19;1527;17.0;7;3;10;7;0;;2;1
2576;Kenny Tete;nl NED;DF;Fulham;eng Premier League;27;1995;14;10;867;9.6;1;0;1;1;0;;2;0
2577;Benjamin Tetteh;gh GHA;FW,MF;Metz;fr Ligue 1;26;1997;12;1;278;3.1;0;0;0;0;0;;2;0
2578;Teddy Teuma;mt MLT;MF;Reims;fr Ligue 1;29;1993;28;25;2113;23.5;6;3;9;5;1;;7;0
2579;Florian Thauvin;fr FRA;FW;Udinese;it Serie A;30;1993;29;19;1710;19.0;5;3;8;4;1;;4;0
2580;Arthur Theate;be BEL;DF;Rennes;fr Ligue 1;23;2000;28;27;2296;25.5;2;0;2;2;0;;4;0
2581;Norman Theuerkauf;de GER;MF,DF;Heidenheim;de Bundesliga;36;1987;25;14;1259;14.0;0;1;1;0;0;;3;0
2582;Malick Thiaw;de GER;DF;Milan;it Serie A;21;2001;21;19;1619;18.0;0;1;1;0;0;;5;1
2583;Jan Thielmann;de GER;FW,DF;Köln;de Bundesliga;21;2002;22;20;1579;17.5;1;0;1;1;0;;4;1
2584;Denis Thomalla;de GER;MF,FW;Heidenheim;de Bundesliga;30;1992;21;3;446;5.0;0;0;0;0;0;;0;0
2585;Luke Thomas;eng ENG;DF;Sheffield Utd;eng Premier League;22;2001;12;11;917;10.2;0;0;0;0;0;;3;0
2586;Adrien Thomasson;fr FRA;MF;Lens;fr Ligue 1;29;1993;29;13;1193;13.3;1;2;3;1;0;;2;1
2587;Morten Thorsby;no NOR;MF;Genoa;it Serie A;27;1996;24;9;1157;12.9;2;2;4;2;0;;2;0
2588;Kristian Thorstvedt;no NOR;MF;Sassuolo;it Serie A;24;1999;34;30;2397;26.6;6;1;7;6;0;;7;0
2589;Khéphren Thuram;fr FRA;MF;Nice;fr Ligue 1;22;2001;27;25;2108;23.4;1;1;2;1;0;;7;0
2590;Marcus Thuram;fr FRA;FW;Inter;it Serie A;25;1997;35;34;2687;29.9;13;7;20;13;0;;3;0
2591;Cheikh Tidiane Sabaly;sn SEN;FW,MF;Metz;fr Ligue 1;24;1999;29;17;1379;15.3;3;1;4;3;0;;4;0
2592;Youri Tielemans;be BEL;MF,FW;Aston Villa;eng Premier League;26;1997;32;17;1622;18.0;2;6;8;2;0;;3;0
2593;Kieran Tierney;sct SCO;DF;Real Sociedad;es La Liga;26;1997;20;14;1238;13.8;0;2;2;0;0;;1;0
2594;Phillip Tietz;de GER;FW;Augsburg;de Bundesliga;26;1997;34;31;2382;26.5;8;4;12;8;0;;1;0
2595;Steffen Tigges;de GER;FW;Köln;de Bundesliga;25;1998;25;6;727;8.1;3;0;3;3;0;;0;0
2596;Antonio Tikvić;hr CRO;DF;Udinese;it Serie A;19;2004;1;0;1;0.0;0;0;0;0;0;;0;0
2597;Jurriën Timber;nl NED;DF;Arsenal;eng Premier League;22;2001;2;1;71;0.8;0;0;0;0;0;;2;0
2598;Jean-Clair Todibo;fr FRA;DF;Nice;fr Ligue 1;23;1999;30;30;2651;29.5;0;2;2;0;0;;2;1
2599;Harry Toffolo;eng ENG;DF;Nott'ham Forest;eng Premier League;27;1995;23;15;1459;16.2;1;3;4;1;0;;3;0
2600;Umut Tohumcu;de GER;MF;Hoffenheim;de Bundesliga;18;2004;20;12;1011;11.2;0;2;2;0;0;;5;0
2601;Corentin Tolisso;fr FRA;MF;Lyon;fr Ligue 1;28;1994;25;21;1741;19.3;2;1;3;1;1;;5;0
2602;Jeremy Toljan;de GER;DF;Sassuolo;it Serie A;28;1994;25;24;2083;23.1;0;5;5;0;0;;1;0
2603;Rafael Tolói;it ITA;DF;Atalanta;it Serie A;32;1990;18;10;965;10.7;0;0;0;0;0;;6;1
2604;Raúl de Tomás;es ESP;FW;Rayo Vallecano;es La Liga;28;1994;25;15;1272;14.1;1;2;3;0;1;;5;0
2605;Tiago Tomás;pt POR;FW,MF;Wolfsburg;de Bundesliga;21;2002;26;11;1032;11.5;1;1;2;1;0;;3;0
2606;Takehiro Tomiyasu;jp JPN;DF;Arsenal;eng Premier League;24;1998;22;10;1149;12.8;2;1;3;2;0;;2;1
2607;James Tomkins;eng ENG;DF;Crystal Palace;eng Premier League;34;1989;4;0;10;0.1;0;0;0;0;0;;0;0
2608;Fikayo Tomori;eng ENG;DF;Milan;it Serie A;25;1997;26;24;2121;23.6;4;0;4;4;0;;8;1
2609;Sandro Tonali;it ITA;MF;Newcastle Utd;eng Premier League;23;2000;8;5;438;4.9;1;0;1;1;0;;2;0
2610;Ivan Toney;eng ENG;FW;Brentford;eng Premier League;27;1996;17;16;1450;16.1;4;2;6;4;0;;5;0
2611;Pablo Torre;es ESP;MF,FW;Girona;es La Liga;20;2003;26;4;701;7.8;0;2;2;0;0;;1;0
2612;Raúl Torrente;es ESP;DF;Granada;es La Liga;21;2001;17;14;1250;13.9;0;0;0;0;0;;4;0
2613;Ferrán Torres;es ESP;FW;Barcelona;es La Liga;23;2000;29;12;1211;13.5;7;2;9;7;0;;2;0
2614;Óliver Torres;es ESP;MF;Sevilla;es La Liga;28;1994;27;18;1616;18.0;0;1;1;0;0;;3;0
2615;Pau Torres;es ESP;DF;Aston Villa;eng Premier League;26;1997;29;27;2464;27.4;2;0;2;2;0;;1;0
2616;Lucas Torró;es ESP;MF;Osasuna;es La Liga;29;1994;28;21;1788;19.9;1;0;1;1;0;;5;0
2617;Fabio Torsiello;it ITA;FW,DF;Darmstadt 98;de Bundesliga;18;2005;10;1;156;1.7;0;0;0;0;0;;0;0
2618;Ahmed Touba;dz ALG;DF;Lecce;it Serie A;25;1998;6;3;277;3.1;0;0;0;0;0;;1;0
2619;Abdoulaye Touré;gn GUI;MF;Le Havre;fr Ligue 1;29;1994;30;27;2284;25.4;2;0;2;0;2;;4;0
2620;Souleymane Touré;fr FRA;DF;Lorient;fr Ligue 1;20;2003;24;23;2051;22.8;1;1;2;1;0;;6;0
2621;Lucas Tousart;fr FRA;MF;Union Berlin;de Bundesliga;26;1997;23;18;1572;17.5;0;0;0;0;0;;5;0
2622;Andros Townsend;eng ENG;MF,FW;Luton Town;eng Premier League;32;1991;27;14;1210;13.4;1;3;4;1;0;;1;0
2623;James Trafford;eng ENG;GK;Burnley;eng Premier League;20;2002;28;28;2520;28.0;0;0;0;0;0;;2;0
2624;Adama Traoré;es ESP;FW,MF;Fulham;eng Premier League;27;1996;17;1;377;4.2;2;3;5;2;0;;2;0
2625;Bertrand Traoré;bf BFA;DF,FW;Aston Villa;eng Premier League;27;1995;2;0;11;0.1;0;0;0;0;0;;0;0
2626;Bertrand Traoré;bf BFA;MF;Villarreal;es La Liga;27;1995;11;6;568;6.3;1;0;1;1;0;;4;0
2627;Boubacar Traoré;ml MLI;MF;Wolves;eng Premier League;21;2001;24;7;819;9.1;0;0;0;0;0;;4;0
2628;Chaka Traorè;ci CIV;FW;Milan;it Serie A;18;2004;2;0;20;0.2;1;0;1;1;0;;0;0
2629;Daouda Traoré;fr FRA;MF;Nice;fr Ligue 1;17;2006;1;0;16;0.2;0;0;0;0;0;;0;0
2630;Hamari Traoré;ml MLI;DF;Real Sociedad;es La Liga;31;1992;31;27;2292;25.5;0;2;2;0;0;;7;0
2631;Ismaël Traoré;ci CIV;DF;Metz;fr Ligue 1;36;1986;26;25;2220;24.7;2;0;2;2;0;;2;0
2632;Omar Traoré;de GER;DF;Heidenheim;de Bundesliga;25;1998;31;29;2472;27.5;0;2;2;0;0;;5;0
2633;Kevin Trapp;de GER;GK;Eint Frankfurt;de Bundesliga;33;1990;32;32;2880;32.0;0;0;0;0;0;;2;0
2634;Mark Travers;ie IRL;GK;Bournemouth;eng Premier League;24;1999;4;4;360;4.0;0;0;0;0;0;;0;0
2635;Óscar Trejo;ar ARG;FW,MF;Rayo Vallecano;es La Liga;35;1988;31;19;1380;15.3;0;0;0;0;0;;4;1
2636;Mike Trésor;be BEL;FW,MF;Burnley;eng Premier League;24;1999;16;3;420;4.7;0;0;0;0;0;;0;0
2637;Manu Trigueros;es ESP;MF;Villarreal;es La Liga;31;1991;14;2;309;3.4;0;0;0;0;0;;0;0
2638;Christopher Trimmel;at AUT;DF;Union Berlin;de Bundesliga;36;1987;26;19;1646;18.3;0;2;2;0;0;;2;1
2639;Kieran Trippier;eng ENG;DF;Newcastle Utd;eng Premier League;32;1990;28;26;2236;24.8;1;10;11;1;0;;5;0
2640;Leandro Trossard;be BEL;FW,MF;Arsenal;eng Premier League;28;1994;34;18;1649;18.3;12;1;13;12;0;;2;0
2641;Adrien Truffert;fr FRA;DF;Rennes;fr Ligue 1;21;2001;30;24;2145;23.8;1;2;3;1;0;;6;0
2642;Auston Trusty;us USA;DF;Sheffield Utd;eng Premier League;24;1998;32;28;2572;28.6;0;0;0;0;0;;4;0
2643;Kostas Tsimikas;gr GRE;DF;Liverpool;eng Premier League;27;1996;13;8;679;7.5;0;3;3;0;0;;0;0
2644;Viktor Tsyhankov;ua UKR;MF,FW;Girona;es La Liga;25;1997;30;26;2052;22.8;8;7;15;8;0;;0;0
2645;Stefano Turati;it ITA;GK;Frosinone;it Serie A;21;2001;31;31;2745;30.5;0;0;0;0;0;;0;0
2646;Matt Turner;us USA;GK;Nott'ham Forest;eng Premier League;29;1994;17;17;1530;17.0;0;0;0;0;0;;2;0
2647;Beñat Turrientes;es ESP;MF;Real Sociedad;es La Liga;21;2002;29;19;1687;18.7;0;1;1;0;0;;4;0
2648;Tuta;br BRA;DF;Eint Frankfurt;de Bundesliga;24;1999;30;30;2600;28.9;1;2;3;1;0;;3;2
2649;Destiny Udogie;it ITA;DF;Tottenham;eng Premier League;20;2002;28;28;2391;26.6;2;3;5;2;0;;7;1
2650;Matthieu Udol;fr FRA;DF;Metz;fr Ligue 1;27;1996;30;30;2700;30.0;3;3;6;3;0;;5;0
2651;Manuel Ugarte Ribeiro;uy URU;MF;Paris S-G;fr Ligue 1;22;2001;25;21;1932;21.5;0;2;2;0;0;;5;0
2652;Lesley Ugochukwu;fr FRA;MF;Chelsea;eng Premier League;19;2004;12;3;301;3.3;0;0;0;0;0;;2;0
2653;Lukas Ullrich;de GER;DF,FW;Gladbach;de Bundesliga;19;2004;4;0;47;0.5;0;0;0;0;0;;0;0
2654;Sven Ulreich;de GER;GK;Bayern Munich;de Bundesliga;34;1988;11;11;990;11.0;0;0;0;0;0;;1;0
2655;Samuel Umtiti;fr FRA;DF;Lille;fr Ligue 1;29;1993;6;2;185;2.1;0;0;0;0;0;;0;0
2656;Enes Ünal;tr TUR;FW,MF;Bournemouth;eng Premier League;26;1997;16;2;328;3.6;2;2;4;2;0;;1;0
2657;Enes Ünal;tr TUR;FW,MF;Getafe;es La Liga;26;1997;3;1;140;1.6;0;1;1;0;0;;0;0
2658;Deniz Undav;de GER;FW,MF;Stuttgart;de Bundesliga;27;1996;30;23;2089;23.2;18;10;28;18;0;;5;0
2659;Dayot Upamecano;fr FRA;DF;Bayern Munich;de Bundesliga;24;1998;25;19;1762;19.6;1;0;1;1;0;;3;1
2660;Kacper Urbanski;pl POL;MF,FW;Bologna;it Serie A;18;2004;22;9;926;10.3;0;1;1;0;0;;2;0
2661;Mark Uth;de GER;MF,FW;Köln;de Bundesliga;31;1991;11;3;373;4.1;0;1;1;0;0;;2;0
2662;Myrto Uzuni;al ALB;FW;Granada;es La Liga;28;1995;34;28;2448;27.2;11;1;12;7;4;;3;0
2663;Josha Vagnoman;de GER;DF;Stuttgart;de Bundesliga;22;2000;18;12;1183;13.1;2;2;4;2;0;;2;0
2664;Óscar Valentín;es ESP;MF;Rayo Vallecano;es La Liga;28;1994;34;32;2692;29.9;1;0;1;1;0;;7;1
2665;Emanuele Valeri;it ITA;DF;Frosinone;it Serie A;24;1998;16;14;1178;13.1;0;1;1;0;0;;3;0
2666;Martin Valjent;sk SVK;DF;Mallorca;es La Liga;27;1995;28;28;2349;26.1;0;1;1;0;0;;5;0
2667;Jesús Vallejo;es ESP;DF;Granada;es La Liga;26;1997;3;1;108;1.2;0;0;0;0;0;;1;0
2668;Álvaro Vallés;es ESP;GK;Las Palmas;es La Liga;26;1997;37;37;3263;36.3;0;0;0;0;0;;2;1
2669;Federico Valverde;uy URU;MF;Real Madrid;es La Liga;25;1998;37;33;2904;32.3;2;7;9;2;0;;2;0
2670;Kévin Van Den Kerkhof;dz ALG;FW,MF;Metz;fr Ligue 1;27;1996;29;21;1913;21.3;1;2;3;1;0;;2;0
2671;Siebe Van Der Heyden;be BEL;DF;Mallorca;es La Liga;25;1998;6;4;286;3.2;0;0;0;0;0;;2;1
2672;Virgil van Dijk;nl NED;DF;Liverpool;eng Premier League;32;1991;36;36;3177;35.3;2;2;4;2;0;;3;1
2673;Vanderson;br BRA;DF;Monaco;fr Ligue 1;22;2001;20;20;1641;18.2;3;1;4;3;0;;6;1
2674;Raphaël Varane;fr FRA;DF;Manchester Utd;eng Premier League;30;1993;22;16;1375;15.3;1;0;1;1;0;;2;0
2675;Ruben Vargas;ch SUI;MF,FW;Augsburg;de Bundesliga;24;1998;31;25;1962;21.8;4;5;9;4;0;;3;0
2676;Johan Vásquez;mx MEX;DF;Genoa;it Serie A;24;1998;37;32;2850;31.7;1;1;2;1;0;;6;0
2677;José Luis García Vayá;es ESP;MF;Valencia;es La Liga;24;1998;37;37;3302;36.7;7;1;8;0;7;;4;0
2678;Borja Vázquez;es ESP;FW;Cádiz;es La Liga;18;2005;1;0;4;0.0;0;0;0;0;0;;0;0
2679;Jesus Vazquez;es ESP;DF,MF;Valencia;es La Liga;20;2003;20;6;716;8.0;1;0;1;1;0;;1;0
2680;Kevin Vázquez;es ESP;DF;Celta Vigo;es La Liga;30;1993;12;10;700;7.8;0;0;0;0;0;;3;0
2681;Lucas Vázquez;es ESP;DF;Real Madrid;es La Liga;32;1991;29;14;1419;15.8;3;6;9;3;0;;0;0
